iter	Passed	Remaining
0	1	57
1	3	87
2	5	82
3	6	78
4	8	75
5	10	75
6	11	73
7	13	70
8	15	69
9	16	66
10	18	64
11	19	63
12	21	61
13	23	59
14	24	57
15	26	55
16	27	53
17	29	51
18	30	50
19	32	48
20	33	46
21	35	45
22	36	43
23	38	41
24	40	40
25	41	38
26	42	36
27	44	34
28	46	33
29	47	31
30	49	30
31	50	28
32	52	27
33	54	25
34	55	23
35	57	22
36	59	20
37	60	19
38	62	17
39	64	16
40	65	14
41	67	12
42	68	11
43	70	9
44	72	8
45	73	6
46	75	4
47	77	3
48	78	1
49	80	0
